% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=1, Fri Feb 20 17:20:07 2026, <python>{}</python>
1 22 10.007271936673265 1.0000450010125153 20.02947607291052 2.0029476072910519e+01 21.44532911560151 21.84934378293087 0.2869654576418945 21.299856443872017 nan 0.0   
2 44 10.787172814543045 1.3130539676187882 20.02947607291052 2.0506938558841593e+01 21.21968798925274 21.760101172019894 0.5184519047934941 20.912029349721994 nan 0.0   
3 66 12.933633303754549 1.515166162674697 19.789076140970725 1.9789076140970725e+01 21.158594041537715 21.662382051069944 0.4474757084722327 20.90258052593313 nan 0.0   
4 88 14.68655310550611 1.656270493608421 18.352442934263205 1.8352442934263205e+01 20.937510476882693 21.638259154949317 0.913530151709903 20.30677103264871 nan 0.0   
5 110 16.972473430300848 1.811920972041171 18.311268971708703 1.8311268971708703e+01 20.6025147077548 21.651865068860573 1.0935376691090077 20.012161619370907 nan 0.0   
6 132 16.995769493385783 2.0416709296511035 18.13831658084619 1.8138316580846190e+01 20.918415833930815 21.4234489751282 1.0218955760993147 20.0551103517114 nan 0.0   
7 154 16.401054525676443 2.001204128235946 18.13831658084619 1.8672370502294051e+01 20.619024600411173 21.77317755977303 0.9596566910814843 20.040042532663232 nan 0.0   
8 176 17.237225368205085 2.0547314507431333 18.13831658084619 1.9269104043082230e+01 20.607421670022106 21.516293097447495 1.143843961157895 20.000690085791906 nan 0.0   
9 198 16.995087744545607 2.1152096301623677 18.07623805287086 1.8076238052870860e+01 20.562515627144 21.257389072053005 1.175909432416912 19.65912104916136 nan 0.0   
10 220 17.186038780299207 2.171495382739348 15.895642953701094 1.5895642953701094e+01 19.774608817608343 21.011000237770848 1.1024375480146134 18.985329274288297 nan 0.0   
11 242 16.18590648793194 2.388156441060742 15.895642953701094 1.7003687684213627e+01 19.91916823459593 21.4527040497671 1.0088966820913754 19.435566849812943 nan 0.0   
12 264 16.361676973861016 2.386763781593659 15.895642953701094 1.6986526186153828e+01 19.372432738096837 21.03423998356938 1.2966481257971623 18.600123848689286 nan 0.0   
13 286 15.594826298030178 2.4315391008518703 15.895642953701094 1.6973127282580940e+01 19.468684861593612 21.086048319776356 1.2166024840405356 18.713211797456562 nan 0.0   
14 308 13.199712380260026 2.334280789013172 15.733640037732991 1.5733640037732991e+01 19.02054681305204 20.777381758862543 1.2286577899877642 18.181529433570766 nan 0.0   
15 330 11.720083683262365 2.2870086001534444 15.454066951476623 1.5454066951476623e+01 18.756974394706287 20.273902624302146 1.3377478024045146 18.09938551550984 nan 0.1   
16 352 10.3600646236743 2.288875731486817 15.454066951476623 1.5485037283736290e+01 18.245289627684244 19.654716399919714 2.0112230118235885 16.83393038569002 nan 0.1   
17 374 10.12678288838153 2.3103481291842534 12.79262874868372 1.2792628748683720e+01 17.50883978732299 18.99274470856455 1.0928368899466925 16.894494154804324 nan 0.1   
18 396 10.84013449855439 2.2032920823525997 12.79262874868372 1.3856452727273298e+01 17.450766105912532 19.289821583664054 1.7508633744793762 16.21083133170335 nan 0.1   
19 418 10.644239648519678 2.2611593547973334 12.79262874868372 1.5202038263105509e+01 18.0119349201825 19.91917868057962 1.9441733229937341 16.714515111251693 nan 0.1   
20 440 9.458093021278431 2.26967574247445 11.508824868862261 1.1508824868862261e+01 17.106851142335614 20.81375901616747 1.9022012796323082 16.079505835938335 nan 0.1   
21 462 9.813176309706964 2.277991813409136 11.508824868862261 1.3452030929945499e+01 16.42172824498279 18.3681209340844 2.1157310908407627 15.330789916715878 nan 0.1   
22 484 9.062578648933794 2.2343898431228806 6.849671023461747 6.8496710234617471e+00 16.357641847468237 18.469869975012386 2.4665376005411375 15.646561518279984 nan 0.1   
23 506 8.167045144169741 2.153865531312547 6.849671023461747 1.0550388594348192e+01 16.122457301618052 17.775900504895432 1.3967725384932894 15.713879575719423 nan 0.1   
24 528 7.985123523172923 2.111969054811077 6.849671023461747 1.0723074052612633e+01 15.949687740548 17.74539449084775 3.4379492911335507 13.476573621557707 nan 0.1   
