% # columns="iter, evals, sigma, 0, fitness, xbest" seed=1, Fri Feb 20 17:20:07 2026, <python>{}</python>
1 22 10.007271936673265 0 20.02947607291052 -0.24199452304125152 -7.620186881919663 12.521655511761873 19.33768709900475 -18.265070218008724 12.152290688433057 16.000937984694197 3.3229064816973293 -11.789756045877969 8.487411734519426
2 44 10.787172814543045 0 20.506938558841593 -8.142098827594895 -9.115369873431042 7.070207418195097 30.059820862862665 -32.708597998605235 8.222123259379645 -6.502394181788166 7.919404499633481 -25.50255331958426 -0.9464022526338738
3 66 12.933633303754549 0 19.789076140970725 1.5077349215747935 6.211074840998118 8.45954996566201 32.73009360861426 -29.183208111140885 25.466192946742705 6.254625469080247 15.402863718269119 -18.559607414365814 11.7712402110133
4 88 14.68655310550611 0 18.352442934263205 4.336186671261969 -4.151872347727252 21.031792328210095 27.91272432842736 -21.735326109481196 32.76794784913631 0.47974066023672357 8.907423051080835 -20.34490091669526 -2.3630074674127846
5 110 16.972473430300848 0 18.311268971708703 12.349247379569832 -8.810100721517546 17.997777414560073 28.820936459298686 -12.68777417898071 24.54824198608773 4.939982816154986 18.161504456015987 -20.910504152099314 1.7544463762048963
6 132 16.995769493385783 0 18.13831658084619 3.4120904683121784 2.7286892507587943 14.553621149299767 24.62742264903776 -32.76695066233706 31.05460241758567 21.516754058676174 9.600188989523458 -21.698248862885922 8.79059070015233
7 154 16.401054525676443 0 18.67237050229405 -2.943460593878942 -9.538330116956862 9.167607641517945 24.259281601594324 -27.743307739291488 29.052939253422245 28.27701163072853 14.953260487119197 -28.511052520493465 -3.4228550954608474
8 176 17.237225368205085 0 19.26910404308223 8.377745712846727 -9.146242074538797 17.462698873194938 15.879520188456521 -20.405942467583984 29.718638501950764 11.722176321143502 31.45856069900567 -23.722115275986 23.705693368722912
9 198 16.995087744545607 0 18.07623805287086 21.779111490737 -16.18163962694127 31.987181551289485 24.781568429714014 -18.57449733164029 32.005211156106036 31.72444198197313 20.764806111093506 -19.779222028318358 -10.716460584470296
10 220 17.186038780299207 0 15.895642953701094 20.274736757091272 -11.341857741671001 26.10877567313328 3.0996442985145976 -23.952238814151954 30.386601014407994 22.00047871752687 24.989621526180166 -32.60227871426576 -12.31596542288473
11 242 16.18590648793194 0 17.003687684213627 12.69632224027847 5.754910442022727 30.34627420597527 10.546680125935652 -24.21931210267244 17.35285928974863 14.553911525580881 27.46109788557809 -24.368937882756647 4.901727927043561
12 264 16.361676973861016 0 16.986526186153828 28.068295842565384 -2.555601207192949 29.28403557098349 16.25142528203049 -24.334819106212326 32.632392198304636 15.583172599486101 32.73986807165826 -28.188827039795246 -15.365241725015256
13 286 15.594826298030178 0 16.97312728258094 24.661288279902845 -18.782607793139746 24.43625124663204 8.722475418623695 -27.140409653128152 32.43723136725462 26.437326291883036 22.98822190222839 -28.324148018711497 7.413093805085506
14 308 13.199712380260026 0 15.733640037732991 26.85545990923995 -1.2429482156144012 28.665083762014547 20.647513826671535 -28.065149386045547 19.560726469774153 19.911795111291482 23.92303739137828 -24.453581157910847 1.3259234002357843
15 330 11.720083683262365 0 15.454066951476623 29.12689566781639 -7.701342825494713 26.67191590407891 17.303195125434932 -26.198051303591626 28.60704960067352 14.916686089181232 10.218659092415429 -27.341136467421155 -10.843510350497512
16 352 10.3600646236743 0 15.48503728373629 28.741126769093853 5.285853526074662 27.03046291467205 17.858986362150105 -29.469281787315527 32.63446104896794 14.640366223928108 12.97834662555423 -27.64733639925276 -7.77316089814294
17 374 10.12678288838153 0 12.79262874868372 20.807330295221078 -3.2062385696596425 22.150616959956608 18.793978841399422 -26.47320342005439 32.01455668028222 12.923180391344875 27.076921231684864 -24.545440165146985 -10.06645880102806
18 396 10.84013449855439 0 13.856452727273298 12.283702561226734 -6.8066558558893 28.2205364276084 5.01556419903568 -21.89978410119144 29.570586412578436 21.212326638685372 24.21012448954513 -29.42469338165647 -4.096535055569175
19 418 10.644239648519678 0 15.202038263105509 7.949057779207447 -6.882360541495333 31.336337197788403 8.551325720173267 -28.820326005257588 31.64817370242874 13.490743605977276 26.194175580778733 -23.384639402828753 3.2949445209623045
20 440 9.458093021278431 0 11.508824868862261 18.106016320985706 -1.3141271131345795 27.22554865330393 13.484798908400222 -28.984452068183987 22.860324382878794 18.406608537167603 20.718880009780825 -24.53295052277919 -6.432004076166833
21 462 9.813176309706964 0 13.452030929945499 21.85445348666267 -10.652693379494998 30.843024652563958 10.118756304829915 -30.88678027331637 28.1827638968175 20.03711615299625 19.453414638620565 -20.68968132718713 -9.267269805200899
22 484 9.062578648933794 0 6.849671023461747 19.15147297810322 -2.7677816094248797 23.413310287225354 11.736126498069822 -25.55370681140431 30.980267723793354 15.641326546707182 17.534425811809633 -28.543827123107597 -3.22211224968181
23 506 8.167045144169741 0 10.550388594348192 18.96885360507577 -2.2054951282251807 24.53688206944083 11.058446306178759 -24.210681574089353 32.73989837245445 23.16012752778054 22.937491691560695 -28.709224447213494 -2.9401320525213457
24 528 7.985123523172923 0 10.723074052612633 15.810789273070327 0.8174380860994326 19.583267713543783 13.08456337832262 -30.082086633465373 31.28637402669928 18.266948892251932 22.805613270314815 -20.053003242297606 -6.455570891693954
25 550 7.773448865779204 0 11.989347104240032 23.13286823828842 -6.752913086522001 19.037478499631362 10.860292927485425 -32.12990596110823 31.309001214539034 20.706516577029745 16.978378551247552 -26.84403786580424 -7.2457460712511015
26 572 6.6909260025394035 0 12.316872326046166 16.908348539117494 -4.287066453910061 28.36657788071903 6.099238926773715 -32.718154284610485 30.325431935584376 17.759499083633923 23.227937907899168 -29.394607855514046 -4.036235873815304
27 594 5.989376800194808 0 10.877936110333764 20.29992381334827 -3.645345041362246 19.120018507742966 16.320815248106086 -31.78311647786669 32.25877067847683 15.166479752889176 19.907535332003874 -28.793085418330833 -2.814460989670976
28 616 5.361632614420274 0 10.093070193012325 21.328364263992295 -3.9435523267898587 22.73239263122982 16.221341231787186 -30.63001195859465 30.03222544014512 14.658529813007068 17.197244169038058 -29.392196656603893 -1.376257519548773
